PubMed ID	URL	PDF	First Author	Authors	Year	Journal	Judgement	Outcome category	Outcome subcategory	Animal	Animal subtype	Animal age	Animal gender	Animal weight	Injury height	Injury type	Outcome name	Outcome further detail name	Outcome further detail value	Injury location	Injury device	Injury device detail	Treatment type	Treatment detail	Treatment application	Treatment  dosage	Injured treated	Injured control	Sham control	Trend	Timepoint	Animal weight, lightest (g)	Animal weight, heaviest (g)	BBB timepoint (days)	BBB value (Treated)	BBB value (Control)
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Walking analysis	coordination			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	1 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Walking analysis	toe clearance			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Walking analysis	earlier stepping			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	1 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Non-functional	Neuroprotection	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Cell loss	decrease of loss of motor neurons			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	1 mg/kg	6	6		Decrease		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Footprint analysis	parallel paw position			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	1 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Walking analysis	toe clearance			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	1 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Lesion volume	rostral to epicenter			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Decrease		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Open field				OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Footprint analysis	parallel paw position			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Walking analysis	coordination			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Walking analysis	earlier stepping			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Lesion volume	rostral to epicenter			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Decrease		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Open field	subscores			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Footprint analysis	parallel paw position			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Walking analysis	earlier stepping			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Walking analysis	toe clearance			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Lesion volume	spared white matter			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		Increase		>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	No effect	Non-functional	Inflammation	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Inflammatory cells	macrophage density			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	7	7		No change	1 w	>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	No effect	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	BBB				OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		No change	5 w	>=200, <300	>=200, <300	35	13	12
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Apoptosis	Caspase-3+ cells count			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	7	7		No change	1 w	>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	No effect	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	BBB				OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	1 mg/kg	6	6		No change	5 w	>=200, <300	>=200, <300	35	13	13
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	No effect	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Apoptosis	Caspase-3+ cells count			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		No change	1 w	>=200, <300	>=200, <300			
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	No effect	Functional	Locomotor test	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	BBB				OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		No change	5 w	>=200, <300	>=200, <300	35	15,4	13
17433295	17433295	Open PDF	McTigue	McTigue DM, Tripathi R, Wei P, Lash AT.	2007	Exp Neurol	No effect	Non-functional	Inflammation	Rat	SD	Adult	Female	214-245 g	Thoracic	Contusion	Inflammatory cells	macrophage density			OSU Impactor		Systemic	Pioglitazone	Intraperitoneal	10 mg/kg	6	6		No change	1 w	>=200, <300	>=200, <300			
17518539	17518539	Open PDF	Bohnert	Bohnert DM, Purvines S, Shapiro S, Borgens RB.	2007	J Neurotrauma	Positive	Functional	Reflex	Guinea Pig	Not defined	Adult	Female	400 g	Thoracic	Partial transection	Skin muscle reflex	recovery of cutaneus trunci muscle (CTM) (skin muscle) receptive fields		Lateral hemisection			Systemic	Inosine	Subcutaneous	10 mM at 0,25 _l/h	15	15		Increase	5 m	>=400, <500	>=400, <500			
17518539	17518539	Open PDF	Bohnert	Bohnert DM, Purvines S, Shapiro S, Borgens RB.	2007	J Neurotrauma	Positive	Non-functional	Neuronal regeneration	Guinea Pig	Not defined	Adult	Female	400 g	Thoracic	Partial transection	Axonal regeneration	regenerative sprouting of ascending and descending tracts up to the lesoin site		Lateral hemisection			Systemic	Inosine	Subcutaneous	10 mM at 0,25 _l/h	15	15		Increase		>=400, <500	>=400, <500			
17532502	17532502	Open PDF	Ates	Ates O, Cayli SR, Gurses I, Turkoz Y, Tarim O, Cakir CO, Kocak A.	2007	J Clin Neurosci	Positive	Functional	Locomotor test	Rat	Wistar	Adult	Male	200-250 g	Thoracic	Contusion	Open field				Weight drop	5 g x 10 cm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	18	18		Increase		>=200, <300	>=200, <300			
17532502	17532502	Open PDF	Ates	Ates O, Cayli SR, Gurses I, Turkoz Y, Tarim O, Cakir CO, Kocak A.	2007	J Clin Neurosci	Positive	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Male	200-250 g	Thoracic	Contusion	Myelination				Weight drop	5 g x 10 cm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	18	18		Increase		>=200, <300	>=200, <300			
17532502	17532502	Open PDF	Ates	Ates O, Cayli SR, Gurses I, Turkoz Y, Tarim O, Cakir CO, Kocak A.	2007	J Clin Neurosci	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Male	200-250 g	Thoracic	Contusion	Cyst volume	edema, spinal cord water content			Weight drop	5 g x 10 cm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	18	18		Decrease		>=200, <300	>=200, <300			
17532502	17532502	Open PDF	Ates	Ates O, Cayli SR, Gurses I, Turkoz Y, Tarim O, Cakir CO, Kocak A.	2007	J Clin Neurosci	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Male	200-250 g	Thoracic	Contusion	Lesion volume				Weight drop	5 g x 10 cm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	18	18		Decrease		>=200, <300	>=200, <300			
17532502	17532502	Open PDF	Ates	Ates O, Cayli SR, Gurses I, Turkoz Y, Tarim O, Cakir CO, Kocak A.	2007	J Clin Neurosci	Positive	Non-functional	Neuroprotection	Rat	Wistar	Adult	Male	200-250 g	Thoracic	Contusion	Cell loss	increase in neuronal grey matter sparing			Weight drop	5 g x 10 cm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	18	18		Decrease		>=200, <300	>=200, <300			
17532502	17532502	Open PDF	Ates	Ates O, Cayli SR, Gurses I, Turkoz Y, Tarim O, Cakir CO, Kocak A.	2007	J Clin Neurosci	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Male	200-250 g	Thoracic	Contusion	Oxidative stress	MDA level			Weight drop	5 g x 10 cm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	18	18		Decrease		>=200, <300	>=200, <300			
17532502	17532502	Open PDF	Ates	Ates O, Cayli SR, Gurses I, Turkoz Y, Tarim O, Cakir CO, Kocak A.	2007	J Clin Neurosci	Positive	Functional	Locomotor test	Rat	Wistar	Adult	Male	200-250 g	Thoracic	Contusion	Inclined plane test				Weight drop	5 g x 10 cm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	18	18		Increase		>=200, <300	>=200, <300			
17540369	17540369	Open PDF	Massey	Massey JM, Amps J, Viapiano MS, Matthews RT, Wagoner MR, Whitaker CM, Alilain W, Yonkof AL, Khalyfa A, Cooper NG, Silver J, Onifer SM.	2008	Exp Neurol	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Male	275-350 g	Thoracic	Compression	Axonal regeneration	regeneration into gracile nucleus of GFP-labeled DRG implanted rostral to lesion site 14d PI		Dorsal column	Forceps		Local	NT-3 lentivirus	Intraspinal injection		5	6		Increase		>=200, <300	>=300, <400			
17540369	17540369	Open PDF	Massey	Massey JM, Amps J, Viapiano MS, Matthews RT, Wagoner MR, Whitaker CM, Alilain W, Yonkof AL, Khalyfa A, Cooper NG, Silver J, Onifer SM.	2008	Exp Neurol	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Male	275-350 g	Thoracic	Compression	Axonal regeneration	regeneration into gracile nucleus of GFP-labeled DRG implanted rostral to lesion site 14d PI		Dorsal column	Forceps		Local	Chondroitinase ABC	Intraspinal injection	690 nl at 20 U/ml	4	6		Increase		>=200, <300	>=300, <400			
17608147	17608147	Open PDF	Gok	Gok B, Okutan O, Beskonakli E, Kilinc K.	2007	Chin J Physiol	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Female	210-250 g	Thoracic	Contusion	Inflammatory cells	neutrophil infiltration (MPO activity)			Weight drop	40 g x cm	Systemic	Magnesium	Intraperitoneal	600 mg/kg	7	7		Decrease	1 d	>=200, <300	>=200, <300			
17608147	17608147	Open PDF	Gok	Gok B, Okutan O, Beskonakli E, Kilinc K.	2007	Chin J Physiol	Positive	Functional	Locomotor test	Rat	Wistar	Adult	Female	210-250 g	Thoracic	Contusion	Inclined plane test	early functional scores			Weight drop	40 g x cm	Systemic	Magnesium	Intraperitoneal	600 mg/kg	7	7		Increase	1 d	>=200, <300	>=200, <300			
17614942	17614942	Open PDF	King	King VR, Averill SA, Hewazy D, Priestley JV, Torup L, Michael-Titus AT.	2007	Eur J Neurosci	Positive	Non-functional	Non-neuronal cell changes	Rat	Wistar	Adult	Male	200-220 g	Thoracic	Partial transection	Schwann cells	Schwann cell infiltration		Unilateral hemisection			Systemic	Erythropoietin (carbamylated)	Intraperitoneal	40 _g/kg	6	6		Increase		>=200, <300	>=200, <300			
17614942	17614942	Open PDF	King	King VR, Averill SA, Hewazy D, Priestley JV, Torup L, Michael-Titus AT.	2007	Eur J Neurosci	Positive	Non-functional	Neuroprotection	Rat	Wistar	Adult	Male	200-220 g	Thoracic	Partial transection	Axonal damage	b-APP staining		Unilateral hemisection			Systemic	Erythropoietin	Intraperitoneal	40 _g/kg	7	6		Decrease		>=200, <300	>=200, <300			
17614942	17614942	Open PDF	King	King VR, Averill SA, Hewazy D, Priestley JV, Torup L, Michael-Titus AT.	2007	Eur J Neurosci	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Male	200-220 g	Thoracic	Partial transection	Lesion volume			Unilateral hemisection			Systemic	Erythropoietin	Intraperitoneal	40 _g/kg	7	6		Decrease		>=200, <300	>=200, <300			
17614942	17614942	Open PDF	King	King VR, Averill SA, Hewazy D, Priestley JV, Torup L, Michael-Titus AT.	2007	Eur J Neurosci	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Male	200-220 g	Thoracic	Partial transection	Apoptosis	TUNEL staining		Unilateral hemisection			Systemic	Erythropoietin (carbamylated)	Intraperitoneal	40 _g/kg	6	6		Decrease		>=200, <300	>=200, <300			
17614942	17614942	Open PDF	King	King VR, Averill SA, Hewazy D, Priestley JV, Torup L, Michael-Titus AT.	2007	Eur J Neurosci	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Male	200-220 g	Thoracic	Partial transection	Lesion volume			Unilateral hemisection			Systemic	Erythropoietin (carbamylated)	Intraperitoneal	40 _g/kg	6	6		Decrease		>=200, <300	>=200, <300			
17614942	17614942	Open PDF	King	King VR, Averill SA, Hewazy D, Priestley JV, Torup L, Michael-Titus AT.	2007	Eur J Neurosci	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Male	200-220 g	Thoracic	Partial transection	Apoptosis	TUNEL staining		Unilateral hemisection			Systemic	Erythropoietin	Intraperitoneal	40 _g/kg	7	6		Decrease		>=200, <300	>=200, <300			
17614942	17614942	Open PDF	King	King VR, Averill SA, Hewazy D, Priestley JV, Torup L, Michael-Titus AT.	2007	Eur J Neurosci	Positive	Non-functional	Non-neuronal cell changes	Rat	Wistar	Adult	Male	200-220 g	Thoracic	Partial transection	Schwann cells	Schwann cell infiltration		Unilateral hemisection			Systemic	Erythropoietin	Intraperitoneal	40 _g/kg	7	6		Increase		>=200, <300	>=200, <300			
17614942	17614942	Open PDF	King	King VR, Averill SA, Hewazy D, Priestley JV, Torup L, Michael-Titus AT.	2007	Eur J Neurosci	Positive	Non-functional	Neuroprotection	Rat	Wistar	Adult	Male	200-220 g	Thoracic	Partial transection	Axonal damage	b-APP staining		Unilateral hemisection			Systemic	Erythropoietin (carbamylated)	Intraperitoneal	40 _g/kg	6	6		Decrease		>=200, <300	>=200, <300			
17614942	17614942	Open PDF	King	King VR, Averill SA, Hewazy D, Priestley JV, Torup L, Michael-Titus AT.	2007	Eur J Neurosci	No effect	Non-functional	Inflammation	Rat	Wistar	Adult	Male	200-220 g	Thoracic	Partial transection	Inflammatory cells	macrophage infiltration		Unilateral hemisection			Systemic	Erythropoietin	Intraperitoneal	40 _g/kg	7	6		No change		>=200, <300	>=200, <300			
17614942	17614942	Open PDF	King	King VR, Averill SA, Hewazy D, Priestley JV, Torup L, Michael-Titus AT.	2007	Eur J Neurosci	No effect	Non-functional	Inflammation	Rat	Wistar	Adult	Male	200-220 g	Thoracic	Partial transection	Inflammatory cells	macrophage infiltration		Unilateral hemisection			Systemic	Erythropoietin (carbamylated)	Intraperitoneal	40 _g/kg	6	6		No change		>=200, <300	>=200, <300			
17634369	17634369	Open PDF	Yune	Yune TY, Lee JY, Jung GY, Kim SJ, Jiang MH, Kim YC, Oh YJ, Markelonis GJ, Oh TH.	2007	J Neurosci	Positive	Functional	Locomotor test	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Walking analysis	foot coordination			NYU impactor	10 g x 25 mm	Systemic	Minocycline	Intraperitoneal	90 mg/kg at 0h or 2h and 45 mg/kg at 12,24,36,48,60,72h	20	20	3	Increase		>=200, <300	>=300, <400			
17634369	17634369	Open PDF	Yune	Yune TY, Lee JY, Jung GY, Kim SJ, Jiang MH, Kim YC, Oh YJ, Markelonis GJ, Oh TH.	2007	J Neurosci	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Apoptosis				NYU impactor	10 g x 25 mm	Systemic	Minocycline	Intraperitoneal	90 mg/kg at 0h or 2h and 45 mg/kg at 12,24,36,48,60,72h	6	3	3	Decrease		>=200, <300	>=300, <400			
17634369	17634369	Open PDF	Yune	Yune TY, Lee JY, Jung GY, Kim SJ, Jiang MH, Kim YC, Oh YJ, Markelonis GJ, Oh TH.	2007	J Neurosci	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Lesion volume				NYU impactor	10 g x 25 mm	Systemic	Minocycline	Intraperitoneal	90 mg/kg at 0h or 2h and 45 mg/kg at 12,24,36,48,60,72h	6	3	3	Decrease		>=200, <300	>=300, <400			
17634369	17634369	Open PDF	Yune	Yune TY, Lee JY, Jung GY, Kim SJ, Jiang MH, Kim YC, Oh YJ, Markelonis GJ, Oh TH.	2007	J Neurosci	Positive	Functional	Locomotor test	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	BBB				NYU impactor	10 g x 25 mm	Systemic	Minocycline	Intraperitoneal	90 mg/kg at 0h	20	20	3	Increase		>=200, <300	>=300, <400	35	11	8
17634369	17634369	Open PDF	Yune	Yune TY, Lee JY, Jung GY, Kim SJ, Jiang MH, Kim YC, Oh YJ, Markelonis GJ, Oh TH.	2007	J Neurosci	Positive	Functional	Locomotor test	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Walking analysis	gridwalk			NYU impactor	10 g x 25 mm	Systemic	Minocycline	Intraperitoneal	90 mg/kg at 0h or 2h and 45 mg/kg at 12,24,36,48,60,72h	20	20	3	Increase		>=200, <300	>=300, <400			
17634369	17634369	Open PDF	Yune	Yune TY, Lee JY, Jung GY, Kim SJ, Jiang MH, Kim YC, Oh YJ, Markelonis GJ, Oh TH.	2007	J Neurosci	Positive	Non-functional	Neuroprotection	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Axonal damage				NYU impactor	10 g x 25 mm	Systemic	Minocycline	Intraperitoneal	90 mg/kg at 0h or 2h and 45 mg/kg at 12,24,36,48,60,72h	6	3	3	Decrease		>=200, <300	>=300, <400			
17634369	17634369	Open PDF	Yune	Yune TY, Lee JY, Jung GY, Kim SJ, Jiang MH, Kim YC, Oh YJ, Markelonis GJ, Oh TH.	2007	J Neurosci	Positive	Functional	Locomotor test	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	Inclined plane test				NYU impactor	10 g x 25 mm	Systemic	Minocycline	Intraperitoneal	90 mg/kg at 0h or 2h and 45 mg/kg at 12,24,36,48,60,72h	6	3	3	Increase		>=200, <300	>=300, <400			
17634369	17634369	Open PDF	Yune	Yune TY, Lee JY, Jung GY, Kim SJ, Jiang MH, Kim YC, Oh YJ, Markelonis GJ, Oh TH.	2007	J Neurosci	Positive	Functional	Locomotor test	Rat	SD	Adult	Male	250-300 g	Thoracic	Contusion	BBB				NYU impactor	10 g x 25 mm	Systemic	Minocycline	Intraperitoneal	90 mg/kg at 2h and 45 mg/kg at 12,24,36,48,60,72h	20	20	3	Increase		>=200, <300	>=300, <400	35	11	8
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	MCP-1			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Oxidative stress	iNOS			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Oxidative stress	iNOS			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Oxidative stress	nitrotyrosine			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	COX-2			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Functional	Locomotor test	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	BBB	hindlimb motor function			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Increase		<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Apoptosis	TUNEL			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	mRNA for TNF_			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Pro-inflammatory Cytokine	IL1_			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Inflammation	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Inflammatory cells	MPO activity and expression			Clip	24 g	Systemic	Estrogen	Subcutaneous	300 _g/kg	10	10	10	Decrease	1 d	<100	<100			
17704735	17704735	Open PDF	Cuzzocrea	Cuzzocrea S, Genovese T, Mazzon E, Esposito E, Di Paola R, Mui_ C, Crisafulli C, Peli A, Bramanti P, Chaudry IH.	2008	Shock	Positive	Non-functional	Secondary degeneration	Mouse	CD-1	Adult	Male	25-30 g	Thoracic	Compression	Lesion volume	loss of tissue at lesion area			Clip	24 g	Systemic	Estrogen	Subcutaneous	600 _g/kg	10	10	10	Decrease	1 d	<100	<100			
